14	7	3.640257	4.688170	6.194779	-4.489357	6.145563	4.065751	4.537570	-13.704564	-5.533402	7.860413	-11.212178	10.301458	-11.690140	-8.018009	-5.533402	-10.941899	-11.212178	-5.243216	-11.930599	9.088293	6.194781	-17.070798	6.145563	-5.244116	0.680122	-8.106446	-5.533402	-1.764553	-11.212178	5.597653	0.708579	-8.111655	-5.533402	4.248334	-11.212178	8.385087	4.407641	3.543181	6.194659	1.711294	6.145541	10.200875
34	7	3.953912	-10.903527	-2.541275	5.603635	-13.287723	11.554747	-4.472514	-4.510332	-2.541273	-6.186370	-12.969670	2.720408	-4.360530	7.998096	6.940024	-8.765057	4.602677	2.739225	-10.993186	-4.510332	-2.541273	-8.299435	-12.969670	-3.060982	4.263442	1.587147	6.915236	3.090315	4.517731	11.611141	-10.590366	7.998096	6.940024	-10.879022	4.602677	-3.060097	-5.650363	2.973645	2.990564	-9.044507	-4.539879	-2.956549
54	7	5.322709	-10.414375	-3.548896	6.775017	-10.254460	14.021986	-0.891109	8.517789	8.652737	-11.399990	6.755383	4.839524	-0.891110	6.284888	7.665871	-11.395783	0.317341	4.839522	-4.947438	6.287103	7.665871	-17.990491	0.317341	-2.833258	6.702267	3.317440	8.651514	0.143751	6.754926	12.020296	-4.947437	8.520004	8.652737	-17.994698	6.755383	-2.833258	-6.451119	-5.286186	-3.548889	-11.363630	-10.254445	-2.840217
90	7	9.235115	-10.714945	-4.559456	8.905826	-9.546860	11.290230	6.012625	4.944919	7.514258	-1.936271	6.426756	5.296118	-9.773662	7.297445	7.514258	-12.839067	6.488954	-4.487164	-8.351033	-8.362418	-4.559456	-7.528141	-9.410006	-4.487164	7.812378	4.944919	7.514258	3.725790	6.426756	11.290184	3.669053	-1.130041	7.502487	-2.000781	4.309290	5.294034	5.693780	-1.130091	7.502485	3.710337	4.309252	11.290181
149	7	-13.141129	-8.109897	0.523786	-8.374590	3.937075	-5.868013	4.026164	-12.604341	0.322635	7.501104	3.866766	12.536864	-12.572959	4.309793	6.593678	-14.241712	8.393192	-5.868013	-13.140820	-14.551886	-5.169277	-8.313969	-5.684731	-5.868013	-2.462419	-14.590710	-5.169347	2.992536	-5.684751	6.356162	4.026285	-18.975531	-5.171774	7.527690	-5.685474	12.536864	-2.466874	-8.150618	0.518317	2.930552	3.935139	6.356018
284	7	6.328919	-4.609850	1.168532	7.289902	4.939268	9.585401	6.672346	4.283082	7.184231	0.916487	6.903818	9.527401	-12.619334	-9.544891	-2.640881	-10.023287	-4.207609	-1.812616	5.940936	-11.866583	-2.640887	7.290128	-4.209597	9.585401	-5.017902	-9.544891	-2.640881	-2.381993	-4.207609	3.762271	-9.466826	-2.203762	1.283315	-10.023631	5.187221	-1.812620	-11.888252	6.604778	7.184283	-15.592913	6.913006	-1.827888
297	7	3.421960	-11.351604	-3.899870	6.877316	-12.611197	10.052225	4.517461	6.355682	6.236162	0.412770	4.348663	8.028609	-5.514603	-9.931031	-3.899870	-4.635802	-12.611197	4.981088	-11.502806	-9.925995	-3.899870	-5.979175	-12.611197	0.313511	-3.623502	8.500158	6.236162	-11.147027	4.348663	4.986174	-4.723513	5.055903	2.770858	-5.979072	-0.758236	0.316649	-10.258585	8.518853	6.236162	-12.484209	4.348663	0.313512
302	7	-7.351228	-7.213540	-5.287128	-8.720487	-5.843055	0.025670	-9.798593	6.987399	7.503969	-12.931986	6.015513	0.025453	4.607775	-12.958414	-5.288600	5.907514	-6.325865	10.232542	-9.210188	-7.213540	-5.287128	-10.775912	-5.843055	-5.868667	-9.826107	1.455459	4.261174	-10.114258	0.387056	0.025460	-11.684785	1.455459	4.261174	-12.102777	0.387056	-5.868676	-11.657264	6.987399	7.503969	-14.920759	6.015513	-5.868676
327	7	4.364542	-9.642643	-3.017267	5.872764	-10.756294	10.843175	-12.327395	5.153712	8.020616	-14.686695	6.897904	0.018053	4.398885	-4.432315	1.566892	5.868637	-10.059227	10.843178	-11.242682	-2.037933	3.233469	-10.011542	-5.637013	0.018053	-2.075410	-7.588061	-2.952673	2.268482	-10.756284	5.747452	-11.958426	-7.531902	-2.944765	-8.123923	-10.756283	0.018053	-1.492115	-2.143090	3.228008	0.735875	-5.846486	5.724466
348	7	-7.161447	1.481649	0.102376	-8.221601	-4.611514	-2.752936	-12.336334	-6.613368	-5.316260	-8.130258	-7.981230	-2.752874	-7.905801	-6.613368	-5.316260	-6.098984	-7.981230	3.392957	3.450748	0.219754	5.150798	5.491530	7.395067	10.501625	-6.556135	6.516739	6.587349	-7.426628	7.780712	3.385801	-2.729095	1.481649	0.102376	-6.192611	-4.611514	3.391925	-10.985890	6.516739	6.587349	-9.442021	7.780712	-2.753313
400	7	1.710892	-11.645716	-6.679252	5.637919	-12.834488	11.816420	2.990537	0.958021	4.954449	-3.830124	3.655183	10.888502	-6.070733	-9.328634	-6.679252	-4.608463	-12.834455	8.116361	2.854730	0.672757	4.934643	-3.827322	3.655302	10.894949	3.168454	1.449016	4.964041	-3.766512	3.652352	10.794981	3.200722	1.544418	4.956377	-3.744943	3.651763	10.767449	3.071878	1.208764	4.967385	-3.820185	3.654149	10.857897
505	7	-12.064757	7.203064	8.034574	-8.216876	8.896904	-5.000071	-5.467097	-3.399815	1.566786	2.469683	4.459944	6.151600	-3.900232	-8.157610	-1.250317	2.471691	-6.435240	6.151686	-7.826300	-3.399812	1.566786	-1.725804	4.459946	5.343721	-6.256791	-8.157553	-1.250317	-1.722104	-6.435231	5.345408	3.044806	2.553047	8.034556	1.672746	8.597271	11.283307	3.185666	-12.926591	-1.250317	7.149279	-6.668808	11.417299
637	7	3.063476	-9.446029	-3.926316	6.631383	-6.247290	13.932601	4.568302	4.025339	4.927914	5.350780	7.918407	13.932677	-7.205092	5.319403	4.927914	-4.448002	7.918407	3.295650	-8.461118	-8.597124	-3.926316	-2.351071	-6.247290	5.717394	-10.675606	5.320628	4.927914	-8.777373	7.918407	-3.346672	-6.735920	-1.198265	-0.086552	-7.094298	-5.052733	-3.346658	-2.320108	-8.635551	-3.926316	2.235981	-6.247290	8.444580
813	7	-12.963143	-7.687499	0.633632	-7.566486	3.118639	-5.703199	-12.830229	-12.269412	-4.400191	-7.059810	-7.594161	-5.644934	-1.555548	-8.428140	0.362707	2.950595	3.117855	4.877646	-9.123264	5.300662	6.535391	-11.211111	7.372875	-5.839944	-1.443646	-13.053863	-4.418836	3.263749	-7.594172	4.937021	4.520756	-11.796744	-0.115755	5.441917	3.110547	9.059600	4.601219	-16.396257	-4.442452	5.567639	-7.594184	9.064872
852	7	3.964823	-12.757811	-0.925480	7.897904	-7.068122	12.161493	5.304695	2.741864	6.789349	4.601818	6.719850	12.170792	-10.793781	8.244608	6.793987	-6.766785	6.822914	0.414546	-2.373316	-8.577068	-0.925474	3.380350	-7.067807	6.879544	-13.662798	-8.079680	-0.925466	-6.026819	-7.067485	-3.148117	-12.037434	-8.080177	-0.925466	-3.436105	-7.067486	0.432805	-1.033941	7.221161	6.793982	2.496320	6.822751	6.841111
926	7	-5.611607	7.734315	6.604654	-15.248818	5.477842	-2.555930	3.792370	-10.851231	2.446119	8.906481	-4.563009	12.267602	9.167378	0.624668	6.565024	2.993231	5.207132	12.354048	0.020165	7.725981	6.604654	-9.198991	5.477842	3.371008	-1.609549	-4.460202	2.446180	-2.876701	-4.562824	5.385277	0.202569	-4.478533	2.446177	2.220890	-4.562833	6.618616	-10.865182	-4.460080	2.446180	-9.333117	-4.562824	-2.256593
974	7	6.022620	-13.157080	-4.154618	6.644928	-10.033311	11.757023	6.111245	3.618472	6.227569	2.924817	6.225036	11.757056	1.722595	6.605333	6.227569	-3.499308	6.225818	6.738356	-6.137609	7.374771	6.227569	-8.830253	6.225818	2.085988	-5.544597	-9.499360	-4.154618	-5.110221	-10.033311	2.086128	-6.137574	4.040970	6.225028	-8.828422	0.987416	2.085988	1.727726	3.212971	6.224946	-3.497417	0.978214	6.748305
1015	7	-8.259202	6.303937	7.078572	-14.743801	8.162271	-9.236727	3.028733	-8.904609	1.277014	7.242427	3.327405	7.922922	-12.428027	-4.840782	1.277386	-8.899473	3.329519	-8.900455	-2.557384	-4.840803	1.277386	1.124339	3.329519	2.965239	3.096499	-15.473796	-2.819406	7.266736	-6.014496	7.961870	-12.363272	-11.362465	-2.819406	-8.899470	-6.014496	-8.900454	6.696923	1.831337	7.017692	1.594423	8.140051	7.852103
1087	7	-11.525722	-1.432558	-4.247967	-5.064818	-8.122264	-7.114056	-1.857267	-7.990743	-7.179253	1.751333	-9.763611	12.163273	3.252941	-1.653381	1.807085	6.528489	4.038467	12.289462	-3.892788	5.605455	5.016101	-3.023615	6.259098	4.968666	-1.633711	-1.472255	-4.337431	1.751343	-8.165558	12.191620	-5.091843	-1.432588	-4.248036	-1.521933	-8.122297	5.977613	-5.346175	-7.965426	-7.179253	-1.527205	-9.763596	5.535672
1099	7	2.710750	-15.924839	-4.973295	5.126607	-6.827039	10.697263	-13.144185	7.064051	7.589809	-17.120662	5.678893	-4.975383	-13.143972	3.827853	7.589533	-17.120662	-0.430460	-4.975383	-8.126563	-10.784520	-4.971945	-0.904038	-6.783884	4.671386	-18.661630	-1.008344	7.540560	-17.120650	-2.232635	-4.975383	2.548582	1.924838	7.589807	1.606164	5.242735	10.566989	-13.200702	-10.784520	-4.971945	-13.594296	-6.783884	-4.949181
1183	7	-14.746095	7.390300	7.528025	-9.549409	5.560296	-3.718922	2.300158	-9.645230	-1.807453	3.286936	-10.763213	8.532913	-9.243752	3.459338	2.545739	-6.832561	-4.676380	-3.695287	-15.036802	-5.786079	-1.506505	-6.505149	-9.684246	-3.681580	3.051689	1.835500	7.028267	2.264090	5.256817	9.233927	1.838274	1.019467	1.939579	-5.904878	-5.309796	0.262923	-3.031793	-5.786088	-1.506507	1.028672	-9.684251	4.032154
1334	7	-7.565375	-8.695209	-1.463756	-4.591023	-14.279608	2.444924	-12.462346	1.370790	4.535064	-9.085932	-4.322066	2.444915	-0.973141	-9.115424	-1.464624	1.610925	-14.315942	5.512326	5.058917	-12.160848	-1.465706	6.456857	-14.415039	10.021069	-12.752618	7.493853	8.948848	-9.091399	3.896530	2.444915	-12.141845	-8.690211	-1.463742	-8.714489	-14.279115	-3.139942	-16.980316	1.370985	4.535080	-13.209389	-4.321985	-3.139942
